Country Code,Country Name,Indicator Name,Number of Records,Year,Number of Homicides per 10000
GHA,Ghana,"Intentional homicides (per 100,000 people)",1,1965,
GIB,Gibraltar,"Intentional homicides (per 100,000 people)",1,1965,
GRC,Greece,"Intentional homicides (per 100,000 people)",1,1965,
GRL,Greenland,"Intentional homicides (per 100,000 people)",1,1965,
GRD,Grenada,"Intentional homicides (per 100,000 people)",1,1965,
GUM,Guam,"Intentional homicides (per 100,000 people)",1,1965,
GTM,Guatemala,"Intentional homicides (per 100,000 people)",1,1965,
GIN,Guinea,"Intentional homicides (per 100,000 people)",1,1965,
GNB,Guinea-Bissau,"Intentional homicides (per 100,000 people)",1,1965,
GUY,Guyana,"Intentional homicides (per 100,000 people)",1,1965,
HTI,Haiti,"Intentional homicides (per 100,000 people)",1,1965,
HND,Honduras,"Intentional homicides (per 100,000 people)",1,1965,
HKG,"Hong Kong SAR, China","Intentional homicides (per 100,000 people)",1,1965,
HUN,Hungary,"Intentional homicides (per 100,000 people)",1,1965,
ISL,Iceland,"Intentional homicides (per 100,000 people)",1,1965,
IND,India,"Intentional homicides (per 100,000 people)",1,1965,
IDN,Indonesia,"Intentional homicides (per 100,000 people)",1,1965,
IRN,"Iran, Islamic Rep.","Intentional homicides (per 100,000 people)",1,1965,
IRQ,Iraq,"Intentional homicides (per 100,000 people)",1,1965,
IRL,Ireland,"Intentional homicides (per 100,000 people)",1,1965,
IMN,Isle of Man,"Intentional homicides (per 100,000 people)",1,1965,
ISR,Israel,"Intentional homicides (per 100,000 people)",1,1965,
ITA,Italy,"Intentional homicides (per 100,000 people)",1,1965,
JAM,Jamaica,"Intentional homicides (per 100,000 people)",1,1965,
JPN,Japan,"Intentional homicides (per 100,000 people)",1,1965,
JOR,Jordan,"Intentional homicides (per 100,000 people)",1,1965,
KAZ,Kazakhstan,"Intentional homicides (per 100,000 people)",1,1965,
KEN,Kenya,"Intentional homicides (per 100,000 people)",1,1965,
KIR,Kiribati,"Intentional homicides (per 100,000 people)",1,1965,
PRK,"Korea, Dem. People’s Rep.","Intentional homicides (per 100,000 people)",1,1965,
KOR,"Korea, Rep.","Intentional homicides (per 100,000 people)",1,1965,
XKX,Kosovo,"Intentional homicides (per 100,000 people)",1,1965,
KWT,Kuwait,"Intentional homicides (per 100,000 people)",1,1965,
KGZ,Kyrgyz Republic,"Intentional homicides (per 100,000 people)",1,1965,
LAO,Lao PDR,"Intentional homicides (per 100,000 people)",1,1965,
LVA,Latvia,"Intentional homicides (per 100,000 people)",1,1965,
LBN,Lebanon,"Intentional homicides (per 100,000 people)",1,1965,
LSO,Lesotho,"Intentional homicides (per 100,000 people)",1,1965,
LBR,Liberia,"Intentional homicides (per 100,000 people)",1,1965,
LBY,Libya,"Intentional homicides (per 100,000 people)",1,1965,
LIE,Liechtenstein,"Intentional homicides (per 100,000 people)",1,1965,
LTU,Lithuania,"Intentional homicides (per 100,000 people)",1,1965,
LUX,Luxembourg,"Intentional homicides (per 100,000 people)",1,1965,
MAC,"Macao SAR, China","Intentional homicides (per 100,000 people)",1,1965,
MDG,Madagascar,"Intentional homicides (per 100,000 people)",1,1965,
MWI,Malawi,"Intentional homicides (per 100,000 people)",1,1965,
MYS,Malaysia,"Intentional homicides (per 100,000 people)",1,1965,
MDV,Maldives,"Intentional homicides (per 100,000 people)",1,1965,
MLI,Mali,"Intentional homicides (per 100,000 people)",1,1965,
MLT,Malta,"Intentional homicides (per 100,000 people)",1,1965,
MHL,Marshall Islands,"Intentional homicides (per 100,000 people)",1,1965,
MRT,Mauritania,"Intentional homicides (per 100,000 people)",1,1965,
MUS,Mauritius,"Intentional homicides (per 100,000 people)",1,1965,
MEX,Mexico,"Intentional homicides (per 100,000 people)",1,1965,
FSM,"Micronesia, Fed. Sts.","Intentional homicides (per 100,000 people)",1,1965,
MDA,Moldova,"Intentional homicides (per 100,000 people)",1,1965,
MCO,Monaco,"Intentional homicides (per 100,000 people)",1,1965,
MNG,Mongolia,"Intentional homicides (per 100,000 people)",1,1965,
MNE,Montenegro,"Intentional homicides (per 100,000 people)",1,1965,
MAR,Morocco,"Intentional homicides (per 100,000 people)",1,1965,
MOZ,Mozambique,"Intentional homicides (per 100,000 people)",1,1965,
MMR,Myanmar,"Intentional homicides (per 100,000 people)",1,1965,
NAM,Namibia,"Intentional homicides (per 100,000 people)",1,1965,
NRU,Nauru,"Intentional homicides (per 100,000 people)",1,1965,
NPL,Nepal,"Intentional homicides (per 100,000 people)",1,1965,
NLD,Netherlands,"Intentional homicides (per 100,000 people)",1,1965,
NCL,New Caledonia,"Intentional homicides (per 100,000 people)",1,1965,
NZL,New Zealand,"Intentional homicides (per 100,000 people)",1,1965,
NIC,Nicaragua,"Intentional homicides (per 100,000 people)",1,1965,
NER,Niger,"Intentional homicides (per 100,000 people)",1,1965,
NGA,Nigeria,"Intentional homicides (per 100,000 people)",1,1965,
MKD,North Macedonia,"Intentional homicides (per 100,000 people)",1,1965,
MNP,Northern Mariana Islands,"Intentional homicides (per 100,000 people)",1,1965,
NOR,Norway,"Intentional homicides (per 100,000 people)",1,1965,
OMN,Oman,"Intentional homicides (per 100,000 people)",1,1965,
PAK,Pakistan,"Intentional homicides (per 100,000 people)",1,1965,
PLW,Palau,"Intentional homicides (per 100,000 people)",1,1965,
PAN,Panama,"Intentional homicides (per 100,000 people)",1,1965,
PNG,Papua New Guinea,"Intentional homicides (per 100,000 people)",1,1965,
PRY,Paraguay,"Intentional homicides (per 100,000 people)",1,1965,
PER,Peru,"Intentional homicides (per 100,000 people)",1,1965,
PHL,Philippines,"Intentional homicides (per 100,000 people)",1,1965,
POL,Poland,"Intentional homicides (per 100,000 people)",1,1965,
PRT,Portugal,"Intentional homicides (per 100,000 people)",1,1965,
PRI,Puerto Rico,"Intentional homicides (per 100,000 people)",1,1965,
QAT,Qatar,"Intentional homicides (per 100,000 people)",1,1965,
ROU,Romania,"Intentional homicides (per 100,000 people)",1,1965,
RUS,Russian Federation,"Intentional homicides (per 100,000 people)",1,1965,
RWA,Rwanda,"Intentional homicides (per 100,000 people)",1,1965,
WSM,Samoa,"Intentional homicides (per 100,000 people)",1,1965,
SMR,San Marino,"Intentional homicides (per 100,000 people)",1,1965,
STP,Sao Tome and Principe,"Intentional homicides (per 100,000 people)",1,1965,
SAU,Saudi Arabia,"Intentional homicides (per 100,000 people)",1,1965,
SEN,Senegal,"Intentional homicides (per 100,000 people)",1,1965,
SRB,Serbia,"Intentional homicides (per 100,000 people)",1,1965,
SYC,Seychelles,"Intentional homicides (per 100,000 people)",1,1965,
SLE,Sierra Leone,"Intentional homicides (per 100,000 people)",1,1965,
SGP,Singapore,"Intentional homicides (per 100,000 people)",1,1965,
SXM,Sint Maarten (Dutch part),"Intentional homicides (per 100,000 people)",1,1965,
SVK,Slovak Republic,"Intentional homicides (per 100,000 people)",1,1965,
SVN,Slovenia,"Intentional homicides (per 100,000 people)",1,1965,
SLB,Solomon Islands,"Intentional homicides (per 100,000 people)",1,1965,
SOM,Somalia,"Intentional homicides (per 100,000 people)",1,1965,
ZAF,South Africa,"Intentional homicides (per 100,000 people)",1,1965,
SSD,South Sudan,"Intentional homicides (per 100,000 people)",1,1965,
ESP,Spain,"Intentional homicides (per 100,000 people)",1,1965,
LKA,Sri Lanka,"Intentional homicides (per 100,000 people)",1,1965,
KNA,St. Kitts and Nevis,"Intentional homicides (per 100,000 people)",1,1965,
LCA,St. Lucia,"Intentional homicides (per 100,000 people)",1,1965,
MAF,St. Martin (French part),"Intentional homicides (per 100,000 people)",1,1965,
VCT,St. Vincent and the Grenadines,"Intentional homicides (per 100,000 people)",1,1965,
SDN,Sudan,"Intentional homicides (per 100,000 people)",1,1965,
SUR,Suriname,"Intentional homicides (per 100,000 people)",1,1965,
SWE,Sweden,"Intentional homicides (per 100,000 people)",1,1965,
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,1965,
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,1965,
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,1965,
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,1965,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,1965,
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,1965,
TGO,Togo,"Intentional homicides (per 100,000 people)",1,1965,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,1965,
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,1965,
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,1965,
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,1965,
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,1965,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,1965,
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,1965,
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,1965,
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,1965,
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,1965,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,1965,
USA,United States,"Intentional homicides (per 100,000 people)",1,1965,
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,1965,
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,1965,
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,1965,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,1965,
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,1965,
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,1965,
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,1965,
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,1965,
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,1965,
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,1965,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,1966,
ALB,Albania,"Intentional homicides (per 100,000 people)",1,1966,
DZA,Algeria,"Intentional homicides (per 100,000 people)",1,1966,
ASM,American Samoa,"Intentional homicides (per 100,000 people)",1,1966,
AND,Andorra,"Intentional homicides (per 100,000 people)",1,1966,
AGO,Angola,"Intentional homicides (per 100,000 people)",1,1966,
ATG,Antigua and Barbuda,"Intentional homicides (per 100,000 people)",1,1966,
ARG,Argentina,"Intentional homicides (per 100,000 people)",1,1966,
ARM,Armenia,"Intentional homicides (per 100,000 people)",1,1966,
ABW,Aruba,"Intentional homicides (per 100,000 people)",1,1966,
AUS,Australia,"Intentional homicides (per 100,000 people)",1,1966,
AUT,Austria,"Intentional homicides (per 100,000 people)",1,1966,
AZE,Azerbaijan,"Intentional homicides (per 100,000 people)",1,1966,
BHS,"Bahamas, The","Intentional homicides (per 100,000 people)",1,1966,
BHR,Bahrain,"Intentional homicides (per 100,000 people)",1,1966,
BGD,Bangladesh,"Intentional homicides (per 100,000 people)",1,1966,
BRB,Barbados,"Intentional homicides (per 100,000 people)",1,1966,
BLR,Belarus,"Intentional homicides (per 100,000 people)",1,1966,
BEL,Belgium,"Intentional homicides (per 100,000 people)",1,1966,
BLZ,Belize,"Intentional homicides (per 100,000 people)",1,1966,
BEN,Benin,"Intentional homicides (per 100,000 people)",1,1966,
BMU,Bermuda,"Intentional homicides (per 100,000 people)",1,1966,
BTN,Bhutan,"Intentional homicides (per 100,000 people)",1,1966,
BOL,Bolivia,"Intentional homicides (per 100,000 people)",1,1966,
BIH,Bosnia and Herzegovina,"Intentional homicides (per 100,000 people)",1,1966,
BWA,Botswana,"Intentional homicides (per 100,000 people)",1,1966,
BRA,Brazil,"Intentional homicides (per 100,000 people)",1,1966,
VGB,British Virgin Islands,"Intentional homicides (per 100,000 people)",1,1966,
BRN,Brunei Darussalam,"Intentional homicides (per 100,000 people)",1,1966,
BGR,Bulgaria,"Intentional homicides (per 100,000 people)",1,1966,
BFA,Burkina Faso,"Intentional homicides (per 100,000 people)",1,1966,
BDI,Burundi,"Intentional homicides (per 100,000 people)",1,1966,
CPV,Cabo Verde,"Intentional homicides (per 100,000 people)",1,1966,
KHM,Cambodia,"Intentional homicides (per 100,000 people)",1,1966,
CMR,Cameroon,"Intentional homicides (per 100,000 people)",1,1966,
CAN,Canada,"Intentional homicides (per 100,000 people)",1,1966,
CYM,Cayman Islands,"Intentional homicides (per 100,000 people)",1,1966,
CAF,Central African Republic,"Intentional homicides (per 100,000 people)",1,1966,
TCD,Chad,"Intentional homicides (per 100,000 people)",1,1966,
CHI,Channel Islands,"Intentional homicides (per 100,000 people)",1,1966,
CHL,Chile,"Intentional homicides (per 100,000 people)",1,1966,
CHN,China,"Intentional homicides (per 100,000 people)",1,1966,
COL,Colombia,"Intentional homicides (per 100,000 people)",1,1966,
COM,Comoros,"Intentional homicides (per 100,000 people)",1,1966,
COD,"Congo, Dem. Rep.","Intentional homicides (per 100,000 people)",1,1966,
COG,"Congo, Rep.","Intentional homicides (per 100,000 people)",1,1966,
CRI,Costa Rica,"Intentional homicides (per 100,000 people)",1,1966,
CIV,Cote d'Ivoire,"Intentional homicides (per 100,000 people)",1,1966,
HRV,Croatia,"Intentional homicides (per 100,000 people)",1,1966,
CUB,Cuba,"Intentional homicides (per 100,000 people)",1,1966,
CUW,Curacao,"Intentional homicides (per 100,000 people)",1,1966,
CYP,Cyprus,"Intentional homicides (per 100,000 people)",1,1966,
CZE,Czech Republic,"Intentional homicides (per 100,000 people)",1,1966,
DNK,Denmark,"Intentional homicides (per 100,000 people)",1,1966,
DJI,Djibouti,"Intentional homicides (per 100,000 people)",1,1966,
DMA,Dominica,"Intentional homicides (per 100,000 people)",1,1966,
DOM,Dominican Republic,"Intentional homicides (per 100,000 people)",1,1966,
ECU,Ecuador,"Intentional homicides (per 100,000 people)",1,1966,
EGY,"Egypt, Arab Rep.","Intentional homicides (per 100,000 people)",1,1966,
SLV,El Salvador,"Intentional homicides (per 100,000 people)",1,1966,
GNQ,Equatorial Guinea,"Intentional homicides (per 100,000 people)",1,1966,
ERI,Eritrea,"Intentional homicides (per 100,000 people)",1,1966,
EST,Estonia,"Intentional homicides (per 100,000 people)",1,1966,
SWZ,Eswatini,"Intentional homicides (per 100,000 people)",1,1966,
ETH,Ethiopia,"Intentional homicides (per 100,000 people)",1,1966,
FRO,Faroe Islands,"Intentional homicides (per 100,000 people)",1,1966,
FJI,Fiji,"Intentional homicides (per 100,000 people)",1,1966,
FIN,Finland,"Intentional homicides (per 100,000 people)",1,1966,
FRA,France,"Intentional homicides (per 100,000 people)",1,1966,
PYF,French Polynesia,"Intentional homicides (per 100,000 people)",1,1966,
GAB,Gabon,"Intentional homicides (per 100,000 people)",1,1966,
GMB,"Gambia, The","Intentional homicides (per 100,000 people)",1,1966,
GEO,Georgia,"Intentional homicides (per 100,000 people)",1,1966,
DEU,Germany,"Intentional homicides (per 100,000 people)",1,1966,
GHA,Ghana,"Intentional homicides (per 100,000 people)",1,1966,
GIB,Gibraltar,"Intentional homicides (per 100,000 people)",1,1966,
GRC,Greece,"Intentional homicides (per 100,000 people)",1,1966,
GRL,Greenland,"Intentional homicides (per 100,000 people)",1,1966,
GRD,Grenada,"Intentional homicides (per 100,000 people)",1,1966,
GUM,Guam,"Intentional homicides (per 100,000 people)",1,1966,
GTM,Guatemala,"Intentional homicides (per 100,000 people)",1,1966,
GIN,Guinea,"Intentional homicides (per 100,000 people)",1,1966,
GNB,Guinea-Bissau,"Intentional homicides (per 100,000 people)",1,1966,
GUY,Guyana,"Intentional homicides (per 100,000 people)",1,1966,
HTI,Haiti,"Intentional homicides (per 100,000 people)",1,1966,
HND,Honduras,"Intentional homicides (per 100,000 people)",1,1966,
HKG,"Hong Kong SAR, China","Intentional homicides (per 100,000 people)",1,1966,
HUN,Hungary,"Intentional homicides (per 100,000 people)",1,1966,
ISL,Iceland,"Intentional homicides (per 100,000 people)",1,1966,
IND,India,"Intentional homicides (per 100,000 people)",1,1966,
IDN,Indonesia,"Intentional homicides (per 100,000 people)",1,1966,
IRN,"Iran, Islamic Rep.","Intentional homicides (per 100,000 people)",1,1966,
IRQ,Iraq,"Intentional homicides (per 100,000 people)",1,1966,
IRL,Ireland,"Intentional homicides (per 100,000 people)",1,1966,
IMN,Isle of Man,"Intentional homicides (per 100,000 people)",1,1966,
ISR,Israel,"Intentional homicides (per 100,000 people)",1,1966,
ITA,Italy,"Intentional homicides (per 100,000 people)",1,1966,
JAM,Jamaica,"Intentional homicides (per 100,000 people)",1,1966,
JPN,Japan,"Intentional homicides (per 100,000 people)",1,1966,
JOR,Jordan,"Intentional homicides (per 100,000 people)",1,1966,
KAZ,Kazakhstan,"Intentional homicides (per 100,000 people)",1,1966,
KEN,Kenya,"Intentional homicides (per 100,000 people)",1,1966,
KIR,Kiribati,"Intentional homicides (per 100,000 people)",1,1966,
PRK,"Korea, Dem. People’s Rep.","Intentional homicides (per 100,000 people)",1,1966,
KOR,"Korea, Rep.","Intentional homicides (per 100,000 people)",1,1966,
XKX,Kosovo,"Intentional homicides (per 100,000 people)",1,1966,
KWT,Kuwait,"Intentional homicides (per 100,000 people)",1,1966,
KGZ,Kyrgyz Republic,"Intentional homicides (per 100,000 people)",1,1966,
LAO,Lao PDR,"Intentional homicides (per 100,000 people)",1,1966,
LVA,Latvia,"Intentional homicides (per 100,000 people)",1,1966,
LBN,Lebanon,"Intentional homicides (per 100,000 people)",1,1966,
LSO,Lesotho,"Intentional homicides (per 100,000 people)",1,1966,
LBR,Liberia,"Intentional homicides (per 100,000 people)",1,1966,
LBY,Libya,"Intentional homicides (per 100,000 people)",1,1966,
LIE,Liechtenstein,"Intentional homicides (per 100,000 people)",1,1966,
LTU,Lithuania,"Intentional homicides (per 100,000 people)",1,1966,
LUX,Luxembourg,"Intentional homicides (per 100,000 people)",1,1966,
MAC,"Macao SAR, China","Intentional homicides (per 100,000 people)",1,1966,
MDG,Madagascar,"Intentional homicides (per 100,000 people)",1,1966,
MWI,Malawi,"Intentional homicides (per 100,000 people)",1,1966,
MYS,Malaysia,"Intentional homicides (per 100,000 people)",1,1966,
MDV,Maldives,"Intentional homicides (per 100,000 people)",1,1966,
MLI,Mali,"Intentional homicides (per 100,000 people)",1,1966,
MLT,Malta,"Intentional homicides (per 100,000 people)",1,1966,
MHL,Marshall Islands,"Intentional homicides (per 100,000 people)",1,1966,
MRT,Mauritania,"Intentional homicides (per 100,000 people)",1,1966,
MUS,Mauritius,"Intentional homicides (per 100,000 people)",1,1966,
MEX,Mexico,"Intentional homicides (per 100,000 people)",1,1966,
FSM,"Micronesia, Fed. Sts.","Intentional homicides (per 100,000 people)",1,1966,
MDA,Moldova,"Intentional homicides (per 100,000 people)",1,1966,
MCO,Monaco,"Intentional homicides (per 100,000 people)",1,1966,
MNG,Mongolia,"Intentional homicides (per 100,000 people)",1,1966,
MNE,Montenegro,"Intentional homicides (per 100,000 people)",1,1966,
MAR,Morocco,"Intentional homicides (per 100,000 people)",1,1966,
MOZ,Mozambique,"Intentional homicides (per 100,000 people)",1,1966,
MMR,Myanmar,"Intentional homicides (per 100,000 people)",1,1966,
NAM,Namibia,"Intentional homicides (per 100,000 people)",1,1966,
NRU,Nauru,"Intentional homicides (per 100,000 people)",1,1966,
NPL,Nepal,"Intentional homicides (per 100,000 people)",1,1966,
NLD,Netherlands,"Intentional homicides (per 100,000 people)",1,1966,
NCL,New Caledonia,"Intentional homicides (per 100,000 people)",1,1966,
NZL,New Zealand,"Intentional homicides (per 100,000 people)",1,1966,
NIC,Nicaragua,"Intentional homicides (per 100,000 people)",1,1966,
NER,Niger,"Intentional homicides (per 100,000 people)",1,1966,
NGA,Nigeria,"Intentional homicides (per 100,000 people)",1,1966,
MKD,North Macedonia,"Intentional homicides (per 100,000 people)",1,1966,
MNP,Northern Mariana Islands,"Intentional homicides (per 100,000 people)",1,1966,
NOR,Norway,"Intentional homicides (per 100,000 people)",1,1966,
OMN,Oman,"Intentional homicides (per 100,000 people)",1,1966,
PAK,Pakistan,"Intentional homicides (per 100,000 people)",1,1966,
PLW,Palau,"Intentional homicides (per 100,000 people)",1,1966,
PAN,Panama,"Intentional homicides (per 100,000 people)",1,1966,
PNG,Papua New Guinea,"Intentional homicides (per 100,000 people)",1,1966,
PRY,Paraguay,"Intentional homicides (per 100,000 people)",1,1966,
PER,Peru,"Intentional homicides (per 100,000 people)",1,1966,
PHL,Philippines,"Intentional homicides (per 100,000 people)",1,1966,
POL,Poland,"Intentional homicides (per 100,000 people)",1,1966,
PRT,Portugal,"Intentional homicides (per 100,000 people)",1,1966,
PRI,Puerto Rico,"Intentional homicides (per 100,000 people)",1,1966,
QAT,Qatar,"Intentional homicides (per 100,000 people)",1,1966,
ROU,Romania,"Intentional homicides (per 100,000 people)",1,1966,
RUS,Russian Federation,"Intentional homicides (per 100,000 people)",1,1966,
RWA,Rwanda,"Intentional homicides (per 100,000 people)",1,1966,
WSM,Samoa,"Intentional homicides (per 100,000 people)",1,1966,
SMR,San Marino,"Intentional homicides (per 100,000 people)",1,1966,
STP,Sao Tome and Principe,"Intentional homicides (per 100,000 people)",1,1966,
SAU,Saudi Arabia,"Intentional homicides (per 100,000 people)",1,1966,
SEN,Senegal,"Intentional homicides (per 100,000 people)",1,1966,
SRB,Serbia,"Intentional homicides (per 100,000 people)",1,1966,
SYC,Seychelles,"Intentional homicides (per 100,000 people)",1,1966,
SLE,Sierra Leone,"Intentional homicides (per 100,000 people)",1,1966,
SGP,Singapore,"Intentional homicides (per 100,000 people)",1,1966,
SXM,Sint Maarten (Dutch part),"Intentional homicides (per 100,000 people)",1,1966,
SVK,Slovak Republic,"Intentional homicides (per 100,000 people)",1,1966,
SVN,Slovenia,"Intentional homicides (per 100,000 people)",1,1966,
SLB,Solomon Islands,"Intentional homicides (per 100,000 people)",1,1966,
SOM,Somalia,"Intentional homicides (per 100,000 people)",1,1966,
ZAF,South Africa,"Intentional homicides (per 100,000 people)",1,1966,
SSD,South Sudan,"Intentional homicides (per 100,000 people)",1,1966,
ESP,Spain,"Intentional homicides (per 100,000 people)",1,1966,
LKA,Sri Lanka,"Intentional homicides (per 100,000 people)",1,1966,
KNA,St. Kitts and Nevis,"Intentional homicides (per 100,000 people)",1,1966,
LCA,St. Lucia,"Intentional homicides (per 100,000 people)",1,1966,
MAF,St. Martin (French part),"Intentional homicides (per 100,000 people)",1,1966,
VCT,St. Vincent and the Grenadines,"Intentional homicides (per 100,000 people)",1,1966,
SDN,Sudan,"Intentional homicides (per 100,000 people)",1,1966,
SUR,Suriname,"Intentional homicides (per 100,000 people)",1,1966,
SWE,Sweden,"Intentional homicides (per 100,000 people)",1,1966,
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,1966,
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,1966,
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,1966,
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,1966,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,1966,
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,1966,
TGO,Togo,"Intentional homicides (per 100,000 people)",1,1966,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,1966,
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,1966,
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,1966,
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,1966,
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,1966,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,1966,
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,1966,
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,1966,
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,1966,
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,1966,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,1966,
USA,United States,"Intentional homicides (per 100,000 people)",1,1966,
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,1966,
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,1966,
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,1966,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,1966,
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,1966,
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,1966,
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,1966,
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,1966,
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,1966,
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,1966,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,1967,
ALB,Albania,"Intentional homicides (per 100,000 people)",1,1967,
DZA,Algeria,"Intentional homicides (per 100,000 people)",1,1967,
ASM,American Samoa,"Intentional homicides (per 100,000 people)",1,1967,
AND,Andorra,"Intentional homicides (per 100,000 people)",1,1967,
AGO,Angola,"Intentional homicides (per 100,000 people)",1,1967,
ATG,Antigua and Barbuda,"Intentional homicides (per 100,000 people)",1,1967,
ARG,Argentina,"Intentional homicides (per 100,000 people)",1,1967,
ARM,Armenia,"Intentional homicides (per 100,000 people)",1,1967,
ABW,Aruba,"Intentional homicides (per 100,000 people)",1,1967,
AUS,Australia,"Intentional homicides (per 100,000 people)",1,1967,
AUT,Austria,"Intentional homicides (per 100,000 people)",1,1967,
AZE,Azerbaijan,"Intentional homicides (per 100,000 people)",1,1967,
BHS,"Bahamas, The","Intentional homicides (per 100,000 people)",1,1967,
BHR,Bahrain,"Intentional homicides (per 100,000 people)",1,1967,
BGD,Bangladesh,"Intentional homicides (per 100,000 people)",1,1967,
BRB,Barbados,"Intentional homicides (per 100,000 people)",1,1967,
BLR,Belarus,"Intentional homicides (per 100,000 people)",1,1967,
BEL,Belgium,"Intentional homicides (per 100,000 people)",1,1967,
BLZ,Belize,"Intentional homicides (per 100,000 people)",1,1967,
BEN,Benin,"Intentional homicides (per 100,000 people)",1,1967,
BMU,Bermuda,"Intentional homicides (per 100,000 people)",1,1967,
BTN,Bhutan,"Intentional homicides (per 100,000 people)",1,1967,
BOL,Bolivia,"Intentional homicides (per 100,000 people)",1,1967,
BIH,Bosnia and Herzegovina,"Intentional homicides (per 100,000 people)",1,1967,
BWA,Botswana,"Intentional homicides (per 100,000 people)",1,1967,
BRA,Brazil,"Intentional homicides (per 100,000 people)",1,1967,
VGB,British Virgin Islands,"Intentional homicides (per 100,000 people)",1,1967,
BRN,Brunei Darussalam,"Intentional homicides (per 100,000 people)",1,1967,
BGR,Bulgaria,"Intentional homicides (per 100,000 people)",1,1967,
BFA,Burkina Faso,"Intentional homicides (per 100,000 people)",1,1967,
BDI,Burundi,"Intentional homicides (per 100,000 people)",1,1967,
CPV,Cabo Verde,"Intentional homicides (per 100,000 people)",1,1967,
KHM,Cambodia,"Intentional homicides (per 100,000 people)",1,1967,
CMR,Cameroon,"Intentional homicides (per 100,000 people)",1,1967,
CAN,Canada,"Intentional homicides (per 100,000 people)",1,1967,
CYM,Cayman Islands,"Intentional homicides (per 100,000 people)",1,1967,
CAF,Central African Republic,"Intentional homicides (per 100,000 people)",1,1967,
TCD,Chad,"Intentional homicides (per 100,000 people)",1,1967,
CHI,Channel Islands,"Intentional homicides (per 100,000 people)",1,1967,
CHL,Chile,"Intentional homicides (per 100,000 people)",1,1967,
CHN,China,"Intentional homicides (per 100,000 people)",1,1967,
COL,Colombia,"Intentional homicides (per 100,000 people)",1,1967,
COM,Comoros,"Intentional homicides (per 100,000 people)",1,1967,
COD,"Congo, Dem. Rep.","Intentional homicides (per 100,000 people)",1,1967,
